,515_WA_SNTL,606_WA_SNTL,1259_WA_SNTL,681_WA_SNTL,699_WA_SNTL,711_WA_SNTL,728_WA_SNTL,975_WA_SNTL,817_WA_SNTL,1171_WA_SNTL
2012-10-23,-4.400000000000001,-2.4000000000000004,,-0.09999999999999984,0.9999999999999984,-0.9000000000000006,-1.2999999999999998,0.4999999999999992,0.29999999999999954,2.000000000000001
2012-10-24,-4.500000000000001,-3.099999999999999,,-0.7000000000000008,0.6999999999999988,-1.0000000000000004,-1.0000000000000004,0.6999999999999988,-0.19999999999999968,1.5000000000000016
2012-10-25,-4.299999999999999,-3.200000000000001,,0.09999999999999984,0.0,-1.2000000000000002,-1.0000000000000004,0.5999999999999991,0.09999999999999984,1.6000000000000014
2012-10-26,-4.199999999999999,-2.5,,-0.8000000000000007,0.4999999999999992,-1.1000000000000003,-1.2999999999999998,0.8999999999999986,0.29999999999999954,1.4000000000000017
2012-10-27,-1.1000000000000003,1.1999999999999982,,0.19999999999999968,0.7999999999999987,-0.39999999999999936,-0.39999999999999936,2.000000000000001,2.3000000000000003,1.5000000000000016
2012-10-28,1.6000000000000014,2.3000000000000003,,5.199999999999999,5.799999999999999,2.2000000000000006,2.1000000000000005,4.000000000000002,3.299999999999999,4.300000000000001
2012-10-29,1.8000000000000012,3.099999999999999,,4.300000000000001,5.3999999999999995,2.5999999999999996,3.099999999999999,5.199999999999999,4.500000000000001,4.9
2012-10-30,1.5000000000000016,2.6999999999999997,,4.000000000000002,5.999999999999998,2.7999999999999994,3.5999999999999983,5.0,4.000000000000002,5.3999999999999995
2012-10-31,2.5,3.5999999999999983,,5.3,7.000000000000001,3.800000000000002,5.599999999999999,7.000000000000001,5.799999999999999,6.600000000000001
2012-11-01,1.1999999999999982,1.900000000000001,,4.300000000000001,5.3999999999999995,2.8999999999999995,3.4999999999999982,4.7,4.400000000000001,6.199999999999998
2012-11-02,0.39999999999999936,1.8000000000000012,,3.9000000000000017,4.6000000000000005,2.6999999999999997,3.099999999999999,4.800000000000001,4.6000000000000005,6.300000000000002
2012-11-03,1.8000000000000012,3.099999999999999,,4.800000000000001,6.700000000000001,3.9000000000000017,4.500000000000001,6.199999999999998,5.499999999999999,6.900000000000001
